XDATA	YDATA	
0.75224955	-0.055
0.75284943	0.0612
0.75344931	0.1013
0.75404919	-0.0075
0.75464907	-0.0425
0.75524895	0.0375
0.75584883	0.065
0.75644871	0.0138
0.75704859	0.0088
0.75764847	0.04
0.75824835	0.0025
0.75884823	-0.0588
0.75944811	0.0025
0.76004799	0.0513
0.76064787	0.0462
0.76124775	-0.05
0.76184763	-0.0575
0.76244751	-0.0138
0.763047391	0.0488
0.763647271	0.0125
0.764247151	-0.0213
0.764847031	-0.0138
0.765446911	-0.0313
0.766046791	0.0125
0.766646671	0.065
0.767246551	0.025
0.767846431	-0.0513
0.768446311	-0.0387
0.769046191	0.0112
0.769646071	0.0575
0.770245951	0.0213
0.770845831	0
0.771445711	0.0163
0.772045591	0.0225
0.772645471	-0.0288
0.773245351	0.0138
0.773845231	0.075
0.774445111	0.0525
0.775044991	-0.0037
0.775644871	-0.0288
0.776244751	0.0075
0.776844631	0.0737
0.777444511	0.0537
0.778044391	-0.0213
0.778644271	0.015
0.779244151	0.0025
0.779844031	-0.0362
0.780443911	0.0125
0.781043791	0.055
0.781643671	-0.0238
0.782243551	-0.0338
0.782843431	-0.0013
0.783443311	-0.0262
0.784043191	-0.015
0.784643071	0.0362
0.785242951	0.0025
0.785842831	-0.0175
0.786442711	-0.0262
0.787042591	-0.0675
0.787642472	0
0.788242352	0.0813
0.788842232	0.0063
0.789442112	-0.0575
0.790041992	-0.0338
0.790641872	-0.0063
0.791241752	0.0013
0.791841632	0.0112
0.792441512	0.0375
0.793041392	0.0225
0.793641272	-0.03
0.794241152	-0.025
0.794841032	0.0338
0.795440912	0.0238
0.796040792	0.0525
0.796640672	0.0475
0.797240552	-0.035
0.797840432	-0.0612
0.798440312	0.0425
0.799040192	0.06
0.799640072	0.01
0.800239952	-0.0037
0.800839832	0.015
0.801439712	0.01
0.802039592	0.0187
0.802639472	-0.0325
0.803239352	-0.0175
0.803839232	0.0537
0.804439112	0.025
0.805038992	-0.0413
0.805638872	-0.015
0.806238752	0.0438
0.806838632	0.0338
0.807438512	-0.0588
0.808038392	-0.0325
0.808638272	0.0475
0.809238152	0.025
0.809838032	-0.0612
0.810437912	-0.0187
0.811037792	0.0187
0.811637672	0.025
0.812237552	-0.0138
0.812837433	-0.0438
0.813437313	0.005
0.814037193	0.07
0.814637073	0
0.815236953	-0.0413
0.815836833	0.0338
0.816436713	0
0.817036593	-0.075
0.817636473	0.0088
0.818236353	0.0663
0.818836233	0.005
0.819436113	-0.035
0.820035993	-0.05
0.820635873	0.01
0.821235753	0.0625
0.821835633	0.0075
0.822435513	-0.015
0.823035393	0.0313
0.823635273	-0.015
0.824235153	-0.0638
0.824835033	0.0125
0.825434913	0.0713
0.826034793	0.0125
0.826634673	-0.0262
0.827234553	-0.02
0.827834433	-0.0125
0.828434313	0.0013
0.829034193	0.0063
0.829634073	0.0238
0.830233953	0
0.830833833	-0.05
0.831433713	-0.0025
0.832033593	0.0187
0.832633473	-0.0425
0.833233353	0.01
0.833833233	0.0462
0.834433113	-0.04
0.835032993	-0.0387
0.835632873	0.04
0.836232753	0.0025
0.836832633	-0.02
0.837432513	0.0225
0.838032394	0.045
0.838632274	-0.0175
0.839232154	-0.0612
0.839832034	-0.015
0.840431914	0.0575
0.841031794	0.0813
0.841631674	0.005
0.842231554	-0.0462
0.842831434	-0.0375
0.843431314	0.0325
0.844031194	0.025
0.844631074	-0.005
0.845230954	0.0013
0.845830834	0.0037
0.846430714	-0.0425
0.847030594	-0.0088
0.847630474	0.0275
0.848230354	0.0112
0.848830234	-0.015
0.849430114	-0.06
0.850029994	-0.0375
0.850629874	0.0513
0.851229754	0.0138
0.851829634	-0.0438
0.852429514	0.0088
0.853029394	0.0313
0.853629274	-0.0625
0.854229154	-0.0037
0.854829034	0.05
0.855428914	0.0275
0.856028794	0.0025
0.856628674	-0.0225
0.857228554	-0.0112
0.857828434	0.0638
0.858428314	0.01
0.859028194	-0.0288
0.859628074	0.06
0.860227954	0.0313
0.860827834	-0.0825
0.861427714	-0.0025
0.862027594	0.0863
0.862627475	0.0225
0.863227355	-0.0313
0.863827235	-0.035
0.864427115	0.0037
0.865026995	0.0387
0.865626875	0.01
0.866226755	-0.0138
0.866826635	-0.0063
0.867426515	-0.0288
0.868026395	-0.055
0.868626275	0.0063
0.869226155	0.0187
0.869826035	-0.0013
0.870425915	-0.0225
0.871025795	-0.0387
0.871625675	-0.0262
0.872225555	0.01
0.872825435	0.025
0.873425315	0.025
0.874025195	0.015
0.874625075	-0.0475
0.875224955	-0.04
0.875824835	0.0375
0.876424715	0.08
0.877024595	0.0088
0.877624475	-0.015
0.878224355	-0.0025
0.878824235	0.0088
0.879424115	0.0213
0.880023995	0.0475
0.880623875	0.0262
0.881223755	0.0187
0.881823635	0.0037
0.882423515	-0.0175
0.883023395	0
0.883623275	0.0213
0.884223155	-0.0238
0.884823035	0.0187
0.885422915	0.055
0.886022795	-0.0387
0.886622675	-0.075
0.887222555	0.0462
0.887822436	0.0563
0.888422316	-0.03
0.889022196	-0.0313
0.889622076	0
0.890221956	-0.0163
0.890821836	-0.025
0.891421716	0.0288
0.892021596	0.0525
0.892621476	-0.0313
0.893221356	-0.06
0.893821236	0.0275
0.894421116	0.0575
0.895020996	-0.01
0.895620876	-0.0075
0.896220756	0.0238
0.896820636	0.0213
0.897420516	0.0175
0.898020396	-0.01
0.898620276	-0.0112
0.899220156	0.0688
0.899820036	0.0462
0.900419916	-0.04
0.901019796	0.0088
0.901619676	0.0475
0.902219556	-0.0313
0.902819436	-0.0313
0.903419316	0.0475
0.904019196	0.0563
0.904619076	-0.0125
0.905218956	-0.0675
0.905818836	-0.0025
0.906418716	0.085
0.907018596	0.0325
0.907618476	-0.0387
0.908218356	-0.0088
0.908818236	0.0025
0.909418116	-0.01
0.910017996	-0.0288
0.910617876	-0.0213
0.911217756	0.0438
0.911817636	0.015
0.912417516	-0.1013
0.913017397	-0.0387
0.913617277	0.035
0.914217157	0.0288
0.914817037	0.0175
0.915416917	-0.0338
0.916016797	-0.0887
0.916616677	0.0338
0.917216557	0.1025
0.917816437	-0.0075
0.918416317	-0.0525
0.919016197	-0.0025
0.919616077	-0.0063
0.920215957	0.0075
0.920815837	0.0163
0.921415717	0.0075
0.922015597	0.0438
0.922615477	-0.005
0.923215357	-0.08
0.923815237	0.005
0.924415117	0.1125
0.925014997	0.015
0.925614877	-0.0563
0.926214757	-0.0013
0.926814637	0.0288
0.927414517	0.0088
0.928014397	-0.02
0.928614277	-0.01
0.929214157	0.0075
0.929814037	0.0013
0.930413917	-0.0262
0.931013797	-0.0438
0.931613677	-0.025
0.932213557	0.0138
0.932813437	0.0425
0.933413317	-0.035
0.934013197	-0.0362
0.934613077	0.0288
0.935212957	-0.0037
0.935812837	-0.0525
0.936412717	0.0462
0.937012597	0.0612
0.937612478	-0.045
0.938212358	-0.0275
0.938812238	0.0275
0.939412118	0.005
0.940011998	-0.005
0.940611878	0.0462
0.941211758	0.06
0.941811638	0.0187
0.942411518	-0.0688
0.943011398	-0.0338
0.943611278	0.0975
0.944211158	0.0863
0.944811038	-0.07
0.945410918	-0.075
0.946010798	0.0362
0.946610678	0.0762
0.947210558	-0.0013
0.947810438	-0.0475
0.948410318	-0.0112
0.949010198	0.02
0.949610078	-0.0438
0.950209958	-0.0338
0.950809838	0.0362
0.951409718	0.0163
0.952009598	-0.0525
0.952609478	-0.055
0.953209358	-0.0037
0.953809238	0.0288
0.954409118	0.0175
0.955008998	-0.0275
0.955608878	-0.0225
0.956208758	-0.04
0.956808638	-0.0125
0.957408518	0.0438
0.958008398	0.0387
0.958608278	-0.045
0.959208158	-0.0338
0.959808038	0.025
0.960407918	0.055
0.961007798	0.005
0.961607678	0.0125
0.962207558	0.0387
0.962807439	-0.0138
0.963407319	-0.0638
0.964007199	0.0088
0.964607079	0.0737
0.965206959	0.035
0.965806839	-0.0488
0.966406719	-0.05
0.967006599	0.0175
0.967606479	0.0238
0.968206359	-0.0288
0.968806239	-0.0325
0.969406119	-0.0163
0.970005999	-0.0588
0.970605879	-0.0338
0.971205759	0.0413
0.971805639	0.01
0.972405519	-0.0563
0.973005399	-0.0575
0.973605279	-0.0225
0.974205159	0.0625
0.974805039	0.0413
0.975404919	-0.04
0.976004799	-0.0338
0.976604679	-0.0325
0.977204559	-0.0262
0.977804439	0.0537
0.978404319	0.0775
0.979004199	-0.0175
0.979604079	-0.0288
0.980203959	-0.0163
0.980803839	-0.01
0.981403719	0.0413
0.982003599	0.0537
0.982603479	0.005
0.983203359	-0.0013
0.983803239	-0.0462
0.984403119	-0.0475
0.985002999	0.0362
0.985602879	0.0138
0.986202759	-0.0013
0.986802639	0.0163
0.987402519	-0.055
0.9880024	-0.0875
0.98860228	0.0138
0.98920216	0.0163
0.98980204	-0.0063
0.99040192	-0.0025
0.9910018	-0.0462
0.99160168	-0.0925
0.99220156	-0.0025
0.99280144	0.0813
0.99340132	0.0262
0.9940012	-0.0537
0.99460108	-0.0725
0.99520096	0.01
0.99580084	0.065
0.99640072	0.0138
0.9970006	-0.0238
0.99760048	0.0375
0.99820036	0.0262
0.99880024	-0.0213
0.99940012	-0.0325
1	0.0413
1.00059988	0.0863
1.00119976	-0.0088
1.00179964	-0.06
1.00239952	0.0088
1.0029994	0.0013
1.00359928	-0.0362
1.00419916	0.0275
1.00479904	0.0387
1.00539892	-0.0525
1.0059988	-0.0338
1.00659868	0.0438
1.00719856	-0.0488
1.00779844	-0.0438
1.00839832	0.0387
1.0089982	0.0025
1.00959808	-0.0362
1.01019796	-0.0163
1.01079784	0.0025
1.01139772	0.02
1.0119976	0.0175
1.012597481	-0.0425
1.013197361	-0.0175
1.013797241	0.0387
1.014397121	-0.0163
1.014997001	-0.0513
1.015596881	0.0325
1.016196761	0.0813
1.016796641	0.005
1.017396521	-0.07
1.017996401	-0.045
1.018596281	0.0488
1.019196161	0.06
1.019796041	0.01
1.020395921	-0.0075
1.020995801	-0.0462
1.021595681	-0.06
1.022195561	0.0462
1.022795441	0.0713
1.023395321	-0.0112
1.023995201	-0.0612
1.024595081	-0.045
1.025194961	-0.0063
1.025794841	0.0425
1.026394721	0.0325
1.026994601	-0.005
1.027594481	-0.0075
1.028194361	-0.0563
1.028794241	-0.0825
1.029394121	0.025
1.029994001	0.0925
1.030593881	-0.0375
1.031193761	-0.0713
1.031793641	-0.0125
1.032393521	-0.0187
1.032993401	-0.0138
1.033593281	0.0063
1.034193161	0.0138
1.034793041	0
1.035392921	-0.0313
1.035992801	-0.035
1.036592681	0.0013
1.037192561	-0.0075
1.037792442	-0.0175
1.038392322	-0.0013
1.038992202	-0.0313
1.039592082	-0.0238
1.040191962	0.0088
1.040791842	-0.025
1.041391722	-0.0475
1.041991602	0.05
1.042591482	0.0438
1.043191362	-0.0288
1.043791242	-0.02
1.044391122	-0.025
1.044991002	-0.0125
1.045590882	0.06
1.046190762	0.0325
1.046790642	-0.0663
1.047390522	-0.045
1.047990402	0.0362
1.048590282	0.0387
1.049190162	0
1.049790042	-0.0063
1.050389922	0.0025
1.050989802	-0.0187
1.051589682	-0.0375
1.052189562	0.0112
1.052789442	0.0762
1.053389322	0.025
1.053989202	-0.0462
1.054589082	-0.07
1.055188962	0.005
1.055788842	0.055
1.056388722	0.0013
1.056988602	-0.01
1.057588482	-0.015
1.058188362	-0.065
1.058788242	-0.0238
1.059388122	0.0925
1.059988002	0.0338
1.060587882	-0.07
1.061187762	-0.01
1.061787642	0.0213
1.062387522	0.015
1.062987403	0.0138
1.063587283	0.03
1.064187163	0.015
1.064787043	-0.0462
1.065386923	-0.0725
1.065986803	0.0413
1.066586683	0.1
1.067186563	-0.0088
1.067786443	-0.0688
1.068386323	-0.0537
1.068986203	0.02
1.069586083	0.0625
1.070185963	0.055
1.070785843	-0.0362
1.071385723	-0.095
1.071985603	-0.0413
1.072585483	0.065
1.073185363	0.0488
1.073785243	-0.0475
1.074385123	-0.0775
1.074985003	-0.0088
1.075584883	0.0262
1.076184763	0.0112
1.076784643	-0.0187
1.077384523	-0.0088
1.077984403	-0.0163
1.078584283	-0.0663
1.079184163	-0.0163
1.079784043	0.0813
1.080383923	0.0838
1.080983803	-0.0387
1.081583683	-0.0762
1.082183563	-0.0088
1.082783443	0.075
1.083383323	0.0375
1.083983203	-0.005
1.084583083	0.0025
1.085182963	-0.02
1.085782843	-0.08
1.086382723	0.0262
1.086982603	0.1338
1.087582484	0.035
1.088182364	-0.0963
1.088782244	-0.0813
1.089382124	0.0225
1.089982004	0.06
1.090581884	0
1.091181764	-0.0225
1.091781644	-0.0075
1.092381524	-0.075
1.092981404	-0.0663
1.093581284	0.0875
1.094181164	0.0762
1.094781044	-0.0537
1.095380924	-0.0875
1.095980804	-0.045
1.096580684	0.0013
1.097180564	0.0737
1.097780444	0.0387
1.098380324	-0.0288
1.098980204	-0.0387
1.099580084	-0.0813
1.100179964	-0.0575
1.100779844	0.0775
1.101379724	0.0713
1.101979604	-0.06
1.102579484	-0.0988
1.103179364	-0.035
1.103779244	0.0338
1.104379124	0.055
1.104979004	-0.0025
1.105578884	-0.0163
1.106178764	0
1.106778644	-0.0112
1.107378524	-0.035
1.107978404	-0.0138
1.108578284	0.0175
1.109178164	0.0313
1.109778044	-0.0088
1.110377924	-0.0775
1.110977804	-0.025
1.111577684	0.06
1.112177564	0.0375
1.112777445	-0.0863
1.113377325	-0.065
1.113977205	0.0375
1.114577085	0.035
1.115176965	-0.0625
1.115776845	-0.0513
1.116376725	0.0125
1.116976605	0.0037
1.117576485	-0.0225
1.118176365	-0.0112
1.118776245	-0.0075
1.119376125	-0.0175
1.119976005	0.0138
1.120575885	0.035
1.121175765	-0.0075
1.121775645	-0.0075
1.122375525	0.045
1.122975405	-0.0262
1.123575285	-0.07
1.124175165	0.0375
1.124775045	0.0813
1.125374925	-0.0163
1.125974805	-0.0688
1.126574685	-0.0112
1.127174565	0.0475
1.127774445	0.0663
1.128374325	-0.0037
1.128974205	-0.0288
1.129574085	-0.0375
1.130173965	-0.0588
1.130773845	-0.0238
1.131373725	0.0588
1.131973605	0.0813
1.132573485	-0.055
1.133173365	-0.1375
1.133773245	-0.0175
1.134373125	0.0938
1.134973005	0.03
1.135572885	-0.0213
1.136172765	-0.0088
1.136772645	-0.0688
1.137372525	-0.0675
1.137972406	0.035
1.138572286	0.0387
1.139172166	-0.0238
1.139772046	-0.0313
1.140371926	-0.0537
1.140971806	-0.0387
1.141571686	0.02
1.142171566	0.0338
1.142771446	0.0063
1.143371326	-0.0525
1.143971206	-0.1225
1.144571086	-0.0037
1.145170966	0.1338
1.145770846	0.04
1.146370726	-0.1125
1.146970606	-0.07
1.147570486	0.0288
1.148170366	0.0313
1.148770246	-0.015
1.149370126	-0.0025
1.149970006	0.0325
1.150569886	-0.0325
1.151169766	-0.0863
1.151769646	0.015
1.152369526	0.095
1.152969406	-0.0037
1.153569286	-0.0975
1.154169166	-0.055
1.154769046	0.0438
1.155368926	0.0387
1.155968806	-0.0288
1.156568686	-0.025
1.157168566	0.0088
1.157768446	-0.0513
1.158368326	-0.05
1.158968206	0.0238
1.159568086	0.0375
1.160167966	-0.0125
1.160767846	-0.0413
1.161367726	-0.01
1.161967606	0.0138
1.162567487	0.0037
1.163167367	-0.0013
1.163767247	0.0313
1.164367127	-0.0088
1.164967007	-0.0938
1.165566887	-0.0187
1.166166767	0.0938
1.166766647	0.0425
1.167366527	-0.0225
1.167966407	-0.03
1.168566287	-0.0262
1.169166167	0.02
1.169766047	0.05
1.170365927	0.045
1.170965807	0.0125
1.171565687	-0.0513
1.172165567	-0.0887
1.172765447	0.0013
1.173365327	0.06
1.173965207	0.03
1.174565087	-0.0275
1.175164967	-0.0688
1.175764847	-0.0575
1.176364727	0.0213
1.176964607	0.04
1.177564487	0.01
1.178164367	-0.0112
1.178764247	-0.0425
1.179364127	-0.07
1.179964007	-0.025
1.180563887	0.045
1.181163767	0.0238
1.181763647	0.0063
1.182363527	-0.04
1.182963407	-0.0737
1.183563287	-0.0112
1.184163167	0.0575
1.184763047	0.0138
1.185362927	-0.0138
1.185962807	0.0063
1.186562687	-0.01
1.187162567	-0.0362
1.187762448	0.0088
1.188362328	0.0125
1.188962208	0.0413
1.189562088	0.0475
1.190161968	-0.06
1.190761848	-0.0912
1.191361728	0.0325
1.191961608	0.0788
1.192561488	-0.0025
1.193161368	-0.0325
1.193761248	-0.045
1.194361128	-0.0563
1.194961008	0.0063
1.195560888	0.0675
1.196160768	-0.0013
1.196760648	-0.0875
1.197360528	-0.0737
1.197960408	0.0112
1.198560288	0.025
1.199160168	-0.0112
1.199760048	-0.0112
1.200359928	0.0213
1.200959808	-0.0075
1.201559688	-0.0488
1.202159568	-0.0138
1.202759448	0.0413
1.203359328	0.0537
1.203959208	-0.0125
1.204559088	-0.0563
1.205158968	0.0125
1.205758848	0.055
1.206358728	-0.02
1.206958608	-0.0037
1.207558488	0.0625
1.208158368	0.0563
1.208758248	-0.02
1.209358128	-0.065
1.209958008	-0.0125
1.210557888	0.0737
1.211157768	0.0688
1.211757648	-0.0225
1.212357528	-0.0612
1.212957409	-0.0387
1.213557289	0
1.214157169	0.0013
1.214757049	-0.0238
1.215356929	-0.0013
1.215956809	0.0075
1.216556689	-0.0537
1.217156569	-0.055
1.217756449	0.0025
1.218356329	0.0088
1.218956209	0.0425
1.219556089	-0.0025
1.220155969	-0.0737
1.220755849	-0.0262
1.221355729	0.0788
1.221955609	0.0088
1.222555489	-0.05
1.223155369	0.0025
1.223755249	0.0125
1.224355129	-0.0213
1.224955009	-0.01
1.225554889	0.0025
1.226154769	0.0513
1.226754649	0.0187
1.227354529	-0.1075
1.227954409	-0.0288
1.228554289	0.1062
1.229154169	0.0375
1.229754049	-0.0975
1.230353929	-0.0262
1.230953809	0.015
1.231553689	-0.0213
1.232153569	-0.0362
1.232753449	-0.015
1.233353329	0.0175
1.233953209	0.0112
1.234553089	-0.0387
1.235152969	-0.0713
1.235752849	-0.0088
1.236352729	0.015
1.236952609	0.0187
1.23755249	-0.0037
1.23815237	-0.0112
1.23875225	-0.0163
1.23935213	-0.0488
1.23995201	-0.045
1.24055189	0.0475
1.24115177	0.05
1.24175165	-0.025
1.24235153	-0.03
1.24295141	-0.0088
1.24355129	-0.0213
1.24415117	-0.005
1.24475105	0.04
1.24535093	0.02
1.24595081	-0.0262
1.24655069	-0.0638
1.24715057	-0.0475
1.24775045	0.0275
1.24835033	0.0663
1.24895021	-0.0238
1.24955009	-0.1025
1.25014997	-0.0387
1.25074985	0.0625
1.25134973	0.0125
1.25194961	-0.0462
1.25254949	-0.0225
1.25314937	-0.0037
1.25374925	-0.0262
1.25434913	-0.0262
1.25494901	-0.0037
1.25554889	0.0213
1.25614877	0.0063
1.25674865	-0.0262
1.25734853	-0.0213
1.25794841	0.0225
1.25854829	0.0313
1.25914817	-0.0138
1.25974805	0.0125
1.26034793	0
1.26094781	-0.0775
1.26154769	-0.0163
1.26214757	0.0588
1.262747451	0.0225
1.263347331	-0.015
1.263947211	-0.0275
1.264547091	-0.0313
1.265146971	-0.0025
1.265746851	0.025
1.266346731	0.02
1.266946611	-0.0225
1.267546491	-0.0688
1.268146371	-0.035
1.268746251	0.0525
1.269346131	0.0537
1.269946011	-0.04
1.270545891	-0.0525
1.271145771	0.0025
1.271745651	0.0425
1.272345531	0.0063
1.272945411	-0.0063
1.273545291	0.0213
1.274145171	0.015
1.274745051	-0.0462
1.275344931	-0.0013
1.275944811	0.0537
1.276544691	0.0238
1.277144571	-0.0413
1.277744451	-0.0462
1.278344331	0.015
1.278944211	0.0625
1.279544091	0.0013
1.280143971	-0.0275
1.280743851	-0.0187
1.281343731	-0.0438
1.281943611	0
1.282543491	0.0638
1.283143371	0.0313
1.283743251	-0.05
1.284343131	-0.0525
1.284943011	-0.0488
1.285542891	0.0025
1.286142771	0.0663
1.286742651	0.0163
1.287342531	-0.0125
1.287942412	-0.0313
1.288542292	-0.0713
1.289142172	-0.0313
1.289742052	0.0488
1.290341932	0.0313
1.290941812	-0.0025
1.291541692	-0.0288
1.292141572	-0.085
1.292741452	-0.0325
1.293341332	0.0513
1.293941212	0.045
1.294541092	0.0262
1.295140972	-0.0375
1.295740852	-0.1237
1.296340732	-0.025
1.296940612	0.1188
1.297540492	0.0387
1.298140372	-0.0825
1.298740252	-0.0638
1.299340132	-0.0088
1.299940012	0.0238
1.300539892	-0.005
1.301139772	-0.0125
1.301739652	0.0438
1.302339532	-0.0163
1.302939412	-0.1237
1.303539292	-0.0375
1.304139172	0.1225
1.304739052	0.0563
1.305338932	-0.0525
1.305938812	-0.07
1.306538692	-0.0425
1.307138572	0.0213
1.307738452	0.0713
1.308338332	0.015
1.308938212	-0.0075
1.309538092	-0.0238
1.310137972	-0.0163
1.310737852	-0.005
1.311337732	-0.0225
1.311937612	0.0063
1.312537493	0.0638
1.313137373	-0.0088
1.313737253	-0.04
1.314337133	0.0163
1.314937013	0.0213
1.315536893	-0.0075
1.316136773	0.0163
1.316736653	-0.0225
1.317336533	-0.0537
1.317936413	0.05
1.318536293	0.0425
1.319136173	-0.1188
1.319736053	-0.08
1.320335933	0.0925
1.320935813	0.0425
1.321535693	-0.0537
1.322135573	-0.0425
1.322735453	-0.02
1.323335333	0.01
1.323935213	0.0275
1.324535093	-0.015
1.325134973	-0.0362
1.325734853	-0.0262
1.326334733	-0.025
1.326934613	0.0313
1.327534493	0.0387
1.328134373	-0.025
1.328734253	-0.0525
1.329334133	-0.0125
1.329934013	0.0288
1.330533893	0.0362
1.331133773	0.0013
1.331733653	-0.0088
1.332333533	-0.02
1.332933413	-0.0625
1.333533293	0.0275
1.334133173	0.0925
1.334733053	-0.0088
1.335332933	-0.085
1.335932813	-0.0338
1.336532693	-0.0112
1.337132573	0.01
1.337732454	0.015
1.338332334	0
1.338932214	-0.0013
1.339532094	-0.0187
1.340131974	-0.0762
1.340731854	-0.02
1.341331734	0.0112
1.341931614	0.0063
1.342531494	0.0112
1.343131374	-0.0338
1.343731254	-0.1062
1.344331134	-0.0138
1.344931014	0.0675
1.345530894	0.0013
1.346130774	-0.0338
1.346730654	-0.0462
1.347330534	-0.0338
1.347930414	0.055
1.348530294	0.0513
1.349130174	-0.05
1.349730054	-0.0625
1.350329934	-0.025
1.350929814	0
1.351529694	0.0313
1.352129574	0.0063
1.352729454	-0.0275
1.353329334	-0.015
1.353929214	-0.0213
1.354529094	-0.0513
1.355128974	0.02
1.355728854	0.0625
1.356328734	0.0025
1.356928614	-0.0475
1.357528494	-0.0387
1.358128374	0.0037
1.358728254	0.0387
1.359328134	0.025
1.359928014	0.0025
1.360527894	0.0375
1.361127774	-0.0037
1.361727654	-0.0737
1.362327534	0.0088
1.362927415	0.1025
1.363527295	0.025
1.364127175	-0.0563
1.364727055	-0.0112
1.365326935	0.0537
1.365926815	0.0275
1.366526695	-0.0362
1.367126575	0.0013
1.367726455	0.065
1.368326335	0.015
1.368926215	-0.0813
1.369526095	-0.0438
1.370125975	0.0387
1.370725855	0.0537
1.371325735	-0.0175
1.371925615	-0.01
1.372525495	-0.0225
1.373125375	-0.0225
1.373725255	0.01
1.374325135	0.0513
1.374925015	0.0537
1.375524895	0.005
1.376124775	-0.0338
1.376724655	-0.03
1.377324535	0.035
1.377924415	0.03
1.378524295	0.06
1.379124175	0.0713
1.379724055	0.035
1.380323935	0.0288
1.380923815	0.1313
1.381523695	0.1625
1.382123575	0.1163
1.382723455	0.0513
1.383323335	0.0313
1.383923215	0
1.384523095	-0.01
1.385122975	-0.0037
1.385722855	0.0187
1.386322735	0.0713
1.386922615	-0.0063
1.387522496	-0.0863
1.388122376	-0.0362
1.388722256	0.0387
1.389322136	0.0288
1.389922016	-0.02
1.390521896	-0.025
1.391121776	0.0075
1.391721656	-0.0225
1.392321536	-0.04
1.392921416	0.0025
1.393521296	0.045
1.394121176	0.0063
1.394721056	-0.0338
1.395320936	-0.0075
1.395920816	0.0112
1.396520696	0.0063
1.397120576	0.0175
1.397720456	0.0313
1.398320336	-0.0088
1.398920216	-0.0413
1.399520096	-0.0313
1.400119976	0.0537
1.400719856	0.0788
1.401319736	0.0125
1.401919616	-0.0475
1.402519496	-0.0387
1.403119376	0.0125
1.403719256	0.0413
1.404319136	0.0213
1.404919016	0
1.405518896	-0.0275
1.406118776	-0.0313
1.406718656	0.0075
1.407318536	0.0013
1.407918416	-0.0075
1.408518296	0.0638
1.409118176	0.0413
1.409718056	-0.0887
1.410317936	-0.055
1.410917816	0.0638
1.411517696	0.0563
1.412117576	-0.02
1.412717457	-0.0063
1.413317337	0.0112
1.413917217	0.0138
1.414517097	-0.015
1.415116977	-0.0488
1.415716857	0.0362
1.416316737	0.09
1.416916617	-0.02
1.417516497	-0.095
1.418116377	0.0088
1.418716257	0.065
1.419316137	-0.0163
1.419916017	-0.0912
1.420515897	-0.015
1.421115777	0.0575
1.421715657	-0.0138
1.422315537	-0.0912
1.422915417	-0.01
1.423515297	0.0475
1.424115177	0.005
1.424715057	-0.0675
1.425314937	-0.0688
1.425914817	0.0175
1.426514697	0.05
1.427114577	-0.0175
1.427714457	-0.0238
1.428314337	0.0063
1.428914217	-0.0462
1.429514097	-0.04
1.430113977	0.0625
1.430713857	0.0575
1.431313737	-0.025
1.431913617	-0.0413
1.432513497	-0.03
1.433113377	0.0325
1.433713257	0.0675
1.434313137	0.0125
1.434913017	0.0037
1.435512897	-0.015
1.436112777	-0.0963
1.436712657	-0.03
1.437312537	0.0912
1.437912418	0.045
1.438512298	-0.0325
1.439112178	-0.03
1.439712058	-0.0175
1.440311938	-0.0175
1.440911818	-0.0037
1.441511698	0
1.442111578	0.0275
1.442711458	-0.015
1.443311338	-0.065
1.443911218	-0.045
1.444511098	0.01
1.445110978	0.0213
1.445710858	0.0075
1.446310738	-0.03
1.446910618	-0.0413
1.447510498	0.0175
1.448110378	0.005
1.448710258	-0.0438
1.449310138	-0.0112
1.449910018	0.0563
1.450509898	0.0075
1.451109778	-0.0313
1.451709658	-0.0475
1.452309538	-0.0112
1.452909418	0.0588
1.453509298	0.0675
1.454109178	-0.0125
1.454709058	-0.0663
1.455308938	-0.0262
1.455908818	0.0338
1.456508698	0.0362
1.457108578	0.0225
1.457708458	0.0125
1.458308338	-0.0112
1.458908218	-0.015
1.459508098	0.0013
1.460107978	0.0362
1.460707858	0.0425
1.461307738	0.025
1.461907618	-0.0537
1.462507499	-0.0037
1.463107379	0.0912
1.463707259	0.045
1.464307139	-0.01
1.464907019	0.0088
1.465506899	-0.0112
1.466106779	-0.0387
1.466706659	0.045
1.467306539	0.0238
1.467906419	0.015
1.468506299	-0.0075
1.469106179	-0.0275
1.469706059	0.0037
1.470305939	0.0537
1.470905819	0.0175
1.471505699	0.0037
1.472105579	0.02
1.472705459	-0.0575
1.473305339	-0.0438
1.473905219	0.095
1.474505099	0.085
1.475104979	-0.0163
1.475704859	-0.03
1.476304739	-0.0013
1.476904619	0.0513
1.477504499	0.0988
1.478104379	0.0488
1.478704259	-0.0025
1.479304139	-0.0275
1.479904019	-0.0387
1.480503899	0.015
1.481103779	0.1075
1.481703659	0.06
1.482303539	-0.0262
1.482903419	-0.025
1.483503299	-0.0088
1.484103179	0.0175
1.484703059	0.0413
1.485302939	0.0488
1.485902819	0.0313
1.486502699	-0.01
1.487102579	-0.055
1.48770246	0.0238
1.48830234	0.1288
1.48890222	0.0425
1.4895021	-0.035
1.49010198	-0.0175
1.49070186	-0.0013
1.49130174	0.0187
1.49190162	0.0762
1.4925015	0.0563
1.49310138	0.0163
1.49370126	0.01
1.49430114	0.0288
1.49490102	0.035
1.4955009	0.0375
1.49610078	0.0262
1.49670066	0.0713
1.49730054	0.0737
1.49790042	-0.02
1.4985003	-0.0313
1.49910018	0.085
